"","zfin_id_symbol","Mouse.Symbol"
"288521","dre-let-7f",""
"28853","CR388206.8",""
"288541","ASS1","Ass1"
"28855","BX890557.1",""
"28857","b3glctb",""
"28858","dre-mir-365-1","Mir365-1"
"288591","smarcad1a",""
"28860","dre-mir-16a","Mir16-2"
"288611","APCDD1","Apcdd1"
"288621","CT573256.2",""
"288631","BX510922.4",""
"28864","tbc1d9","Tbc1d9b"
"28865","CABZ01071845.1","Gm22623"
"288661","CABZ01071845.1","Gm25935"
"28868","dre-mir-125c",""
"28869","BX465195.7",""
"288701","dre-mir-217",""
"28872","FP017254.1","Gm23257"
"288731","AL929029.13",""
"288741","dhrs11a",""
"28875","BX323559.1",""
"28876","CU210890.1",""
"28877","zgc:174680",""
"288781","rn7sk",""
"28879","mob1a",""
"288811","CR391997.2",""
"28882","CR352265.3","Tmprss7"
"288831","chrne",""
"288851","BX324177.8",""
"288871","BX942825.2",""
"28888","tp53",""
"288891","BX663502.1",""
"288901","fbxo18",""
"28891","BX469912.14",""
"28893","CR925773.1","Casp1"
"288941","CR925773.1","Casp12"
"28895","BX537305.1",""
"28897","CR388030.2",""
"288981","dre-mir-10c",""
"28899","BX571955.3",""
"28900","BX548067.3",""
"28901","dre-mir-216b","Mir216b"
"28903","CR933528.1",""
"28904","CU457778.5",""
"289051","BX927142.1",""
"28906","f9b",""
"289071","utp11",""
"28908","BX005002.1",""
"28909","CR450720.1",""
"289101","BX088712.8",""
"28911","CU468141.1",""
"28912","cfap70",""
"289131","CR392341.4",""
"28914","CR926128.6",""
"28915","CABZ01027248.1",""
"28916","plod3",""
"289171","FO904943.1",""
"28918","BX005056.3",""
"289201","si:dkey-46a10.3",""
"289211","dre-mir-430a-2",""
"28922","CR385070.1",""
"289241","BX511240.1",""
"28925","BX511311.10",""
"28926","FO704822.1","Slc25a45"
"28927","stox1",""
"28929","BX784040.1",""
"289301","znf1077",""
"28931","dre-mir-430b-10",""
"289321","BX950183.1",""
"28933","CU984600.1","Ptgfrn"
"28934","CU896588.1",""
"289351","CABZ01118575.1","Sema6a"
"28937","uck1",""
"28939","atoh1b",""
"289401","CU570791.4",""
"28942","pip4p2",""
"289431","CU179657.2",""
"28944","AL954187.2",""
"28945","TANC2","Tanc2"
"28946","igbp1",""
"289471","lamtor5",""
"28949","BX322663.1",""
"28950","fbxo45",""
"289511","zgc:153615",""
"28952","CU469530.2",""
"28953","BX248522.1",""
"28954","im:7138239",""
"289551","eif4eb",""
"28957","CABZ01068273.2",""
"289581","si:ch211-188f17.1","Hecw1"
"28960","AL929087.2",""
"289611","polr2f",""
"28963","BX890562.1","Gm22331"
"289641","BX890562.1","Gm22661"
"289651","BX890562.1","Gm23877"
"28966","BX890562.1","Snora68"
"289671","slit3",""
"28968","BX569788.2",""
"289691","coq8ab",""
"28970","CU570791.2",""
"28971","CR855860.3",""
"289721","BX005140.1",""
"28973","BX255907.1",""
"28974","si:dkeyp-52c3.2",""
"289751","AL954715.6",""
"289761","CR790381.1",""
"28978","CABZ01111496.1",""
"28979","slc16a4",""
"28980","gig2f",""
"28981","BX640584.7",""
"28982","CU462909.1",""
"289841","qdprb2",""
"289851","CT737185.1",""
"28986","CABZ01067440.1",""
"28987","hspb2",""
"289881","CR589947.3",""
"28989","CABZ01011828.1",""
"289901","CR385041.1",""
"28991","BX537139.4",""
"28992","CU457778.7",""
"289931","BX530030.1",""
"28994","nat8l",""
"28995","CR848822.1",""
"289971","myo5aa",""
"28998","slc22a7b.1",""
"28999","CR354392.1",""
"29000","CT997819.4",""
"290011","BX897748.1",""
"29002","DXO","Dxo"
"29003","ankfy1",""
"29004","tardbpl",""
"29005","CABZ01075970.1",""
"290061","sar1b",""
"29007","BX571884.1",""
"29008","BX470112.1",""
"29009","ttc29",""
"29010","igfbp2a",""
"29011","FP236318.1",""
"29012","CABZ01002342.4",""
"29013","CR388102.3","Gm23763"
"290141","CR388102.3","Gm22836"
"29015","BX470105.1",""
"29016","CABZ01088576.1",""
"29017","btbd2a",""
"29018","si:ch211-250e5.16",""
"29019","BX571711.10",""
"290201","CR450764.14",""
"29022","AL954187.3",""
"29023","pds5a",""
"29025","col9a1b",""
"290261","BX510941.2",""
"29027","LO018315.2",""
"290281","CR450785.3",""
"29029","ush1c",""
"29030","CABZ01037147.1","Gm23257"
"290321","BX000430.1",""
"29033","CR925757.2","Snora65"
"29034","CR925757.2","Gm26075"
"290351","CR925757.2","Gm25379"
"290361","CR925757.2","Gm26440"
"290371","CR925757.2","Gm22807"
"29038","CR925757.2","Gm24613"
"29039","p2rx3a",""
"290401","BX465215.1",""
"290411","AL845507.1",""
"290431","tmed3",""
"290441","chrnb1",""
"29045","prss35",""
"290461","zgc:100951",""
"29047","BX470118.1",""
"29048","BX322663.3",""
"290501","BX470137.1",""
"29051","BX322637.1",""
"29052","pxna",""
"29053","vipr2",""
"29054","FO704772.1",""
"290551","CR855117.2",""
"290571","MTFP1","Mtfp1"
"29058","BX324188.2",""
"290601","CR931937.1","Gm23257"
"29061","UBLCP1","Ublcp1"
"290621","CABZ01051600.3",""
"29063","kcnc1b",""
"290641","dre-mir-430a-16",""
"29065","creb3l3l",""
"29066","CR450817.1",""
"29067","CR352251.1",""
"290681","dre-mir-15a-2","Mir15a"
"29069","BX511253.2","Gm23257"
"290711","CABZ01073097.1",""
"29072","dre-mir-34a","Mir34a"
"29073","msmo1",""
"290741","CU462817.4",""
"29075","ttc5",""
"290761","inpp5d",""
"29078","dre-mir-17a-1","Mir17"
"29080","BX465838.1",""
"290811","AL831768.1",""
"290821","CU694442.2",""
"29083","arntl2",""
"29087","mettl17",""
"29088","BX005305.4",""
"29089","sulf2b",""
"290911","BX248128.7",""
"29092","shtn1",""
"29093","CT027646.3",""
"29094","cd248a",""
"29096","BX901889.3",""
"290971","foxl2a",""
"290991","dre-mir-31","Mir31"
"29100","copb2",""
"29101","prkg2",""
"29103","kctd16a",""
"29104","casp6a",""
"29105","zgc:113436",""
"291061","ca7",""
"29107","opn4xa",""
"291081","CT990561.1",""
"291091","BX284688.3",""
"29110","ube2t","Ube2t"
"29112","nup62l",""
"291131","BX649211.1",""
"29114","mapk1",""
"29115","tyw5",""
"29116","LO017820.1","Iapp"
"29117","CR751565.1",""
"291181","BX000700.24",""
"29119","rab40b",""
"29121","ptgr1",""
"291221","npy2r",""
"29123","CU076099.1","Gm22858"
"29124","CU076099.1","Snord53"
"29125","FO704810.1",""
"29126","ap1m3",""
"291281","LO018617.1","Gm23257"
"29129","b4galt3",""
"29130","BX649433.1","n-R5s219"
"291311","arnt",""
"29132","slc35e4",""
"291341","BX004815.1",""
"29136","CU013526.2",""
"29137","crb1",""
"29138","CR925768.8",""
"29139","micos13",""
"29140","CR381651.2",""
"29141","FP236320.1",""
"291451","arl3b",""
"29146","BX324003.2",""
"29147","CR450845.2",""
"291481","zmp:0000000951",""
"29149","scn1ba",""
"29150","BX469907.1",""
"29151","FP015963.1",""
"29152","OSBPL8","Osbpl8"
"291531","slc13a1",""
"291541","CU041319.1",""
"29155","atrx",""
"29157","BX511108.1",""
"291581","impdh1a",""
"29159","FP101885.1",""
"291601","BX649300.3",""
"29161","mpzl2b",""
"29162","LO018415.1",""
"291631","USP53","Usp53"
"291641","il17d",""
"29165","CU424459.1",""
"291661","BX005464.2",""
"29167","BX571719.2",""
"29168","CU234171.1","Nfasc"
"29170","AL954740.1",""
"291711","BX088600.1",""
"291721","CR352261.2",""
"29173","epg5",""
"29174","CABZ01000633.3","Snord60"
"29175","gcgra",""
"29176","CR925820.5",""
"29177","zgc:92027",""
"29178","sec61g",""
"29180","abi2a",""
"291811","CR788301.1",""
"29182","CABZ01074307.1",""
"29183","BX571813.1",""
"29184","CABZ01057057.1","Fam20a"
"291851","gucd1",""
"29186","glulb",""
"29188","CR545476.4",""
"29189","CR388002.1","Gm24537"
"29191","BX005319.3","Gm23257"
"29192","podn",""
"29193","AL929502.3",""
"291941","ly97.3",""
"29195","cln8",""
"291961","BX640547.6",""
"29197","CABZ01059913.1","Art2a"
"29198","CABZ01059913.1","Art3"
"29199","CABZ01059913.1","Art2b"
"292001","CABZ01059913.1","Art5"
"29201","riok2",""
"29202","si:ch73-116o1.2",""
"29203","CABZ01059119.1",""
"292041","BX927289.1",""
"29205","CU855821.1","Ffar2"
"292061","CU855821.1","Ffar3"
"29207","BX927313.1",""
"29208","BX927341.2",""
"292091","ppp2r2aa",""
"29210","metap1",""
"292111","BX511129.3",""
"29212","BX890597.2",""
"29213","si:ch211-233a24.2",""
"292141","BX511311.6",""
"29215","erlin2",""
"292171","nes",""
"29218","fsd1l",""
"292191","CT476804.1",""
"29220","CLPB","Clpb"
"292221","alkbh2",""
"292231","tor4ab",""
"29224","BX950205.2",""
"292251","gnb2",""
"29226","mks1",""
"292271","ccz1",""
"29228","hmg20b",""
"29229","tspan9b",""
"292301","ccnl1a",""
"292311","ela2l",""
"29233","tmub2",""
"29234","AL954130.1",""
"292351","FO704848.1",""
"29236","xpo4",""
"292371","sla2",""
"29240","psmb11a",""
"29241","moxd1",""
"29243","icmt",""
"292441","TCF24","Tcf24"
"29245","CT573234.1",""
"292461","CR749163.1",""
"29250","CABZ01054509.1",""
"292521","thyn1",""
"29253","AL935335.2",""
"292541","foxb1b",""
"29255","eif4ea",""
"29256","BX005442.2","Gimap3"
"29257","BX005442.2","Gimap5"
"29258","zpr1",""
"29259","CR354612.1",""
"29261","CU571321.1",""
"29263","BX284688.2",""
"29264","CABZ01064402.1",""
"292651","chrnb1l",""
"29266","med16",""
"29268","AL929028.3",""
"29269","BX470236.1",""
"292701","CR628370.1",""
"29272","rpp21",""
"29273","CR376857.1",""
"292741","BX088728.2",""
"29275","fitm2",""
"29276","odf3b",""
"29277","ncf4",""
"292781","hipk2",""
"29279","BX322631.2",""
"29280","acap1",""
"292811","sult3st2",""
"29282","BX548035.1",""
"292831","ckmt2b",""
"292841","zgc:171500",""
"29285","mtmr12",""
"292861","CABZ01061495.2","Gm23257"
"29287","CABZ01072312.1",""
"29289","endouc",""
"29290","CU855552.1",""
"292911","si:ch73-329n5.2",""
"29292","zgc:114174",""
"29293","tmc2a",""
"292941","CR678095.1","Gm23257"
"29295","ubac1",""
"292961","CR847938.1",""
"29297","lyrm7",""
"29299","prkcz",""
"29300","CABZ01037139.1",""
"29301","SYNDIG1","Syndig1"
"293031","arl2",""
"293051","CR396595.1",""
"29306","BX470258.4",""
"293071","AL807389.3",""
"29309","lmbr1",""
"29310","AL935332.2",""
"293111","BX548019.3",""
"29312","CT027612.1",""
"293131","snx21",""
"29314","cttnbp2nlb",""
"29315","BX005175.1",""
"293161","BX908388.3",""
"29317","CR407571.2",""
"293181","BX942842.1",""
"29319","AL929507.1",""
"29321","BX323035.2","Gm23257"
"293221","cryl1",""
"29323","sgf29",""
"29324","st3gal5",""
"293251","BX465857.2","Gm23257"
"29326","si:dkey-6i22.5",""
"29327","BX004830.1",""
"29328","gosr1",""
"29330","BX510660.1",""
"29331","rspo2",""
"29332","pitrm1",""
"293331","BX005399.4",""
"29334","capn1b",""
"29335","CR388206.16",""
"293361","cd4-1",""
"29337","BX957352.1",""
"293401","nom1",""
"29341","CU367852.10",""
"29342","amacr",""
"29343","CU570797.8",""
"29344","","Sema4f"
"293451","LO018287.1","Gabra2"
"29346","CR388062.3",""
"293471","camkk1b",""
"29349","CR456642.1",""
"293511","CABZ01069879.1",""
"293521","cep131",""
"29353","CABZ01028323.4",""
"29354","BX649399.5",""
"293551","AL929309.3",""
"29356","BX255881.1",""
"29357","BX248241.1",""
"29358","BX072582.2",""
"29359","CU639468.2",""
"29360","CABZ01059909.1",""
"293611","CU856253.1","Gm24537"
"29362","CR391965.1",""
"293631","BX005025.1",""
"29364","syne1a",""
"29366","CR450764.6",""
"293671","BX914202.1",""
"29368","prlh2",""
"293691","ccdc115",""
"29371","CU179700.2",""
"29373","BX469912.8",""
"293741","CABZ01048402.1",""
"29375","rhot1b",""
"29376","setd6",""
"29378","BX927400.1",""
"293791","dre-mir-146b","Mir146"
"29380","fam98b",""
"293811","CU459129.1",""
"29382","cfhl2",""
"29384","dre-mir-430b-1",""
"29385","CR931724.1",""
"29386","BX510338.1",""
"29387","nitr5",""
"293881","eps8l1a",""
"29389","CR759918.2",""
"293901","CU138548.2",""
"29391","ap1g2",""
"293921","mos",""
"29393","CABZ01001434.1",""
"293941","CU104782.2",""
"29395","BX005073.3",""
"29396","CR381582.1","Gm23257"
"293971","papss2a",""
"29398","f3a",""
"29399","mycbp2",""
"294001","pdp2",""
"29401","BX248089.1",""
"294021","zgc:112334",""
"29405","AL772266.2",""
"29406","wdr83",""
"294071","mrpl45",""
"29408","cdc6",""
"294091","BX901882.1","Gm23257"
"294111","b4galnt1a",""
"29412","rabl2",""
"29413","FO704616.1",""
"294141","CR382330.2",""
"29415","BX914214.17",""
"294171","vps16",""
"29418","gna11a",""
"294191","CR387927.2",""
"294201","CT025591.1",""
"29422","pvalb3",""
"294231","mrps16",""
"29426","CR847944.4",""
"294271","CR356223.1",""
"29428","c1qtnf7","C1qtnf7"
"29431","flt1",""
"294321","CT574579.1",""
"29433","szl",""
"294341","phlda2",""
"29435","BOLA2","Bola2"
"29436","AL929029.11",""
"29438","ifit14",""
"29439","neil3",""
"29440","CABZ01065131.1","Tut4"
"294411","CU306817.2",""
"294421","AL831748.2",""
"29443","msrb1b",""
"294441","BX321887.1",""
"294451","ddx23",""
"29446","ess2",""
"294471","rilpl2",""
"294491","BX321887.6",""
"29451","krt95",""
"29452","tlr9",""
"294531","tlcd5b",""
"29454","CABZ01022569.3",""
"29455","LO018106.2","Dock2"
"294561","si:dkey-33c12.12",""
"29457","abcg2b",""
"29458","dre-mir-193b","Mir193b"
"294591","pop4",""
"29460","npas4l",""
"29461","naa50",""
"294641","dre-let-7e",""
"29465","ctrb1",""
"29467","BX649608.2","Cldn1"
"29468","arl3l1",""
"294691","dre-mir-459",""
"29470","CABZ01076758.1","Coro7"
"29472","BX572621.1",""
"294731","FO904898.1",""
"29476","BX324226.1",""
"294771","CR450812.1",""
"29478","BX511056.4",""
"29479","ano1","Ano1"
"29480","si:dkey-61f9.1",""
"294811","LT631684.1",""
"294831","pbx3b",""
"294841","CABZ01000635.1","Ifi44l"
"29485","CABZ01000635.1","Ifi44"
"29488","cyb561d1",""
"29489","sdhc",""
"29494","drd2b",""
"294951","abi3bpb",""
"29496","BX247881.1",""
"29498","CR925820.2",""
"294991","vat1",""
"29500","pde8a","Pde8a"
"29501","CR450832.1",""
"29503","BX323083.4",""
"295041","ube2kb",""
"295051","CABZ01112344.1",""
"29506","si:dkey-239i20.4",""
"295071","alg11",""
"29508","BX294126.1",""
"29510","CABZ01028298.1",""
"29511","BX897688.2",""
"29513","asb14b",""
"29514","BX005013.2",""
"295151","eef1a2",""
"29516","sat1b",""
"29517","si:ch73-221f6.4",""
"29518","ftr86",""
"29520","CABZ01090041.1","Pnlip"
"295211","CABZ01090041.1","Lipi"
"29522","CR936457.1",""
"295231","scrt1b",""
"29524","cpne5a",""
"29525","","C3ar1"
"29526","tbcb",""
"29527","BX664745.2",""
"29529","CR932437.1",""
"295311","CABZ01059406.1",""
"29532","abcc8",""
"29535","nitr1k",""
"295371","CR339041.1",""
"29538","magi2a",""
"29539","rps3a",""
"29540","hspb15",""
"29542","CT967325.1",""
"29544","si:ch211-103n10.5",""
"295451","si:ch211-251j10.3",""
"29546","polh",""
"29547","hspa9",""
"295481","rab11a",""
"29550","atp23","Atp23"
"29551","znf1070",""
"295521","AL954820.1",""
"29553","adcy6b",""
"295541","pi4k2b","Pi4k2b"
"29555","aco2",""
"29556","lnpep","Lnpep"
"29558","AL935333.2",""
"295591","si:ch211-51i16.1",""
"29560","slc7a1a",""
"295611","uba2",""
"29562","pfdn2",""
"29563","col1a1a",""
"295641","AL928885.3",""
"29565","CR352283.1",""
"295661","casp6b.1",""
"29568","gpr135","Gpr135"
"295691","kbtbd4",""
"29570","zgc:158291",""
"295721","sp5l",""
"29573","tmf1",""
"29576","prmt7",""
"29577","FO904880.1",""
"295781","ms4a17a.8","Ms4a7"
"29579","ms4a17a.8","Ms4a2"
"295801","ms4a17a.8","Ms4a5"
"29581","ms4a17a.8","Ms4a3"
"295821","ms4a17a.8","Ms4a6d"
"29583","ms4a17a.8","Ms4a6b"
"295841","ms4a17a.8","Ms4a6c"
"29585","ms4a17a.8","Ms4a14"
"295861","ms4a17a.8","Ms4a18"
"29587","ms4a17a.8","Ms4a13"
"295881","ms4a17a.8","Ms4a19"
"295891","ms4a17a.8","Ms4a10"
"29590","ms4a17a.8","Ms4a1"
"295911","ms4a17a.8","Ms4a15"
"29592","ms4a17a.8","Ms4a20"
"29593","psmd10",""
"29594","AL844179.1",""
"295991","me2",""
"29600","CR628395.1",""
"296021","si:dkey-43k4.5","Kcns1"
"29604","BX548011.3",""
"296051","p2rx1",""
"296061","CABZ01090544.1","Efl1"
"296081","CR556715.2",""
"296101","fgf16",""
"296111","ccdc180",""
"296121","slc16a9a",""
"296131","CR387927.1",""
"29614","BX005399.5",""
"296171","zgc:103700",""
"296181","BX322595.1",""
"296191","ubxn8",""
"296201","BX927374.1",""
"296221","mrps31",""
"29623","ctdsp2",""
"29624","BX510940.4",""
"29626","si:busm1-228j01.4",""
"29627","smyhc3","Myh6"
"29628","CR450780.2",""
"29629","slc1a9",""
"29630","mcfd2",""
"29631","CR925820.12",""
"29633","cyfip2",""
"29634","trim35-14",""
"29635","CABZ01069040.1",""
"29636","ppcdc",""
"29637","BX088587.1",""
"29639","syt10",""
"29640","CR769778.1","Unc13c"
"29641","pnkp",""
"29642","zgc:91818",""
"29643","LO018238.1",""
"29644","trim8a","Trim8"
"29645","CR933820.2",""
"29646","SCARF2","Scarf2"
"29647","BX005372.1",""
"29648","spina","Spin1"
"29649","spina","Spin4"
"29651","FO834799.1","Fanca"
"29652","sptlc1",""
"29653","BX470223.2",""
"29654","CR847959.1",""
"29657","zgc:162613",""
"29658","pmchl","Pmch"
"29659","LO018309.1","Egfr"
"29660","FO905027.1",""
"29661","zpcx",""
"29664","znf593",""
"29666","CR936486.1",""
"29668","thumpd3",""
"29670","mt2",""
"29671","CR352223.2",""
"29675","LEPROTL1","Leprotl1"
"29676","gnrhr1","Gnrhr"
"29677","CABZ01079179.1",""
"29678","phlpp2",""
"29680","BX323006.3",""
"29681","ahcyl2a",""
"29682","BX537109.1",""
"29683","CABZ01068367.1",""
"29684","BX927253.3",""
"29685","zgc:152904","Ncam2"
"29686","CR932017.1",""
"29688","BX546466.1",""
"29689","mmrn2b","Mmrn2"
"29690","BX323828.1","Snora74a"
"29691","BX323828.1","Mir1949"
"29692","BX323828.1","Gm25907"
"29693","BX323828.1","Gm23946"
"29695","fam114a1",""
"29696","cyp2y3",""
"29697","BX255907.2",""
"29698","CU179657.1",""
"29699","slc25a26",""
"29703","CR392341.5",""
"29705","FO680692.1",""
"29706","zmp:0000001138","B2m"
"29708","BX001050.1","Gm23257"
"29709","chek2",""
"29711","CU861666.1","Gm23257"
"29712","GJD2","Gjd2"
"29713","CABZ01072487.2",""
"29715","BX936381.2",""
"29717","BX005305.3",""
"29718","AL645822.1",""
"29720","BX294113.3",""
"29721","adgrg2a",""
"29722","anxa2b",""
"29723","zgc:158423",""
"29724","CABZ01029420.1",""
"29725","KCNK12","Kcnk12"
"29726","insig1",""
"29727","BX323086.1",""
"29728","FO704622.1","Ifi44l"
"29729","FO704622.1","Ifi44"
"29730","apol1",""
"29731","FLNB","Flnb"
"29732","fam228a",""
"29733","BX000991.2",""
"29734","hexdc",""
"29735","l3mbtl2",""
"29736","CABZ01061508.1",""
"29737","smyhc1","Myh6"
"29739","AL935145.4",""
"29740","zgc:158343",""
"29741","rpl13a",""
"29742","zmp:0000000634",""
"29743","BX510920.3",""
"29744","churc1",""
"29747","wu:fk65c09",""
"29748","CT583625.4",""
"29749","LO018585.1","Gm23257"
"29750","CR388132.2",""
"29751","glra4a",""
"29752","CU929170.1","Gm23257"
"29753","zgc:162948",""
"29754","FQ976913.1",""
"29756","CR352267.1",""
"29757","p4hb",""
"29758","adprhl1","Adprhl1"
"29759","zgc:165508","Fam131a"
"29760","akip1",""
"29761","CU855896.2",""
"29763","CU466281.1",""
"29765","CABZ01017718.5",""
"29766","rbm24b",""
"29767","lrig2",""
"29768","CABZ01012382.1","n-R5s183"
"29769","FP236318.3","Srpk2"
"29770","CR631122.1",""
"29771","CABZ01112464.1",""
"29772","BX321870.3","n-R5s183"
"29775","BX510913.1",""
"29776","ppp1r12c","Ppp1r12c"
"29779","CT863714.6",""
"29780","BX005068.2",""
"29782","BX649508.2",""
"29784","BX510990.1",""
"29785","CU639469.1","Tacc2"
"29788","nae1",""
"29789","BX247944.1",""
"29790","wnt3",""
"29791","lpin1",""
"29792","FAT4","Fat4"
"29793","BX324177.10",""
"29798","dre-mir-457b",""
"29799","CR384055.1",""
"29800","dre-mir-153a",""
"29802","zgc:171601",""
"29803","znhit6","Znhit6"
"29804","LO018181.1",""
"29807","mir24-4","Mir24-1"
"29808","zp3e","Zp3"
"29809","CU179657.3",""
"29810","BX571961.1",""
"29811","slco1f1",""
"29812","rhebl1",""
"29813","AL928881.1",""
"29814","mindy4b","Mindy4b-ps"
"29815","dre-mir-144","Mir144"
"29818","dre-mir-7146",""
"29819","alg8",""
"29821","cebp1","Cebpe"
"29822","dre-mir-7a-3",""
"29823","camk2d2",""
"29825","CABZ01059392.1",""
"29826","ela2",""
"29827","coq9",""
"29828","dre-mir-125b-2","Mir125b-1"
